Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,VisitorType,Weekend,Revenue
7,351.0833333,1,131.0,53,3271.030448,0,0,13,0,9,0,0,0
3,113.8,0,0.0,15,336.1383333,0,0,0,0,9,1,0,0
2,49.4,2,7.0,4,53.2,0,0,0,0,9,0,0,0
1,29.53333333,0,0.0,22,814.7093938999999,0,0,14,0,9,0,0,0
4,40.2,1,0.0,12,2339.207143,0,0,0,0,9,0,0,0
1,24.2,0,0.0,18,1014.2,0,0,22,0,9,0,0,1
1,216.6,0,0.0,34,1463.8,0,0,0,0,9,0,0,0
4,107.8,3,1236.2,27,1483.4571429999999,0,0,29,0,9,0,0,0
1,92.6,0,0.0,30,1126.3928210000001,0,0,67,0,9,0,0,1
3,55.05,0,0.0,18,4916.583333,0,0,20,0,9,0,0,1
1,71.6,0,0.0,28,559.8666667,0,0,0,0,9,0,1,0
13,140.55,1,24.7,149,8147.111565,0,0,0,0,9,0,0,0
10,81.36666667,0,0.0,7,35.16666667,0,0,0,0,9,0,0,0
1,146.0,0,0.0,7,221.4,0,0,0,0,9,0,0,0
4,20.06666667,1,189.4,10,297.1666667,0,0,0,0,9,0,0,0
5,113.7,0,0.0,6,181.2666667,0,0,0,0,9,0,0,0
4,53.4,2,113.8,256,13453.251030000001,0,0,0,0,9,0,0,0
6,88.6,0,0.0,4,59.4,0,0,0,0,9,0,0,0
5,61.4,1,0.0,8,32.1,0,0,0,0,9,0,0,0
1,20.2,0,0.0,6,1561.2,0,0,0,0,9,0,1,0
3,58.4,0,0.0,12,197.0,0,0,0,0,9,0,0,0
5,224.8,0,0.0,30,974.9,0,0,25,0,9,0,0,0
5,109.4,4,93.6,10,427.0666666999999,0,0,0,0,9,0,0,0
4,110.56666670000001,0,0.0,28,1203.72,0,0,0,0,9,1,1,0
2,37.0,0,0.0,46,3043.916667,0,0,0,0,9,0,0,0
11,213.9722222,4,92.3,86,3908.03349,0,0,5,0,9,0,0,0
8,293.0,0,0.0,12,399.0666667,0,0,37,0,9,0,0,1
1,10.0,0,0.0,14,624.4333333,0,0,0,0,9,0,0,0
4,183.6,0,0.0,19,457.9,0,0,0,0,9,0,1,0
4,131.0,0,0.0,30,548.96,0,0,6,0,9,0,0,1
1,0.0,0,0.0,24,991.4222222000001,0,0,17,0,9,1,1,1
7,257.4,0,0.0,7,244.7333333,0,0,0,0,9,1,0,0
3,35.4,0,0.0,27,473.08333330000005,0,0,0,0,9,0,0,0
10,78.9,0,0.0,15,718.8,0,0,0,0,9,1,0,0
8,221.33,2,70.6,63,5245.2776189999995,0,0,0,0,9,0,0,0
3,46.9,0,0.0,26,561.4,0,0,53,0,9,1,0,1
4,31.6,0,0.0,9,1760.7,0,0,0,0,9,0,0,0
2,58.6,0,0.0,42,906.2333332999999,0,0,0,0,9,1,0,0
1,0.0,0,0.0,28,219.8,0,0,0,0,9,0,1,0
2,337.6,0,0.0,2,8.0,0,0,0,0,9,1,0,1
2,39.2,0,0.0,6,86.4,0,0,0,0,9,1,0,0
3,318.2,0,0.0,7,414.8666667,0,0,0,0,9,0,0,0
3,346.0,1,15.2,29,1107.216667,0,0,69,0,9,0,0,0
5,91.31666667,0,0.0,29,1352.976722,0,0,7,0,9,0,0,0
5,153.56666669999998,0,0.0,16,742.2095237999999,0,0,22,0,9,1,0,1
2,60.5,0,0.0,26,1145.17,0,0,0,0,9,1,1,0
4,218.9666667,0,0.0,12,672.7,0,0,83,0,9,0,1,1
5,136.1,0,0.0,45,1424.804887,0,0,10,0,9,0,1,1
3,79.93333333,0,0.0,17,348.85,0,0,0,0,9,0,0,0
6,202.4,1,0.0,22,2006.046667,0,0,8,0,9,0,0,0
8,134.3733333,3,256.75,40,1773.610152,0,0,13,0,9,0,1,1
2,168.4,0,0.0,10,208.0,0,0,0,0,9,1,0,0
1,28.2,0,0.0,20,679.5666667,0,0,0,0,9,1,0,0
10,380.4333333,0,0.0,39,1526.213333,0,0,0,0,9,0,0,0
1,122.0,0,0.0,71,1096.8768220000002,0,0,0,0,9,0,0,0
4,504.3,0,0.0,3,7.0,0,0,0,0,9,0,0,0
3,250.8,2,270.6,20,1424.4,0,0,31,0,9,1,0,1
5,116.2,0,0.0,38,1057.033333,0,0,0,0,9,0,0,0
5,81.2,0,0.0,23,269.9018182,0,0,0,0,9,1,0,0
1,38.2,1,9.0,21,1290.5,0,0,86,0,9,1,0,1
15,831.6222222,0,0.0,23,845.2788889000001,0,0,1,0,9,0,1,0
2,73.6,0,0.0,38,813.6016667,0,0,0,0,9,0,0,0
5,335.8,0,0.0,20,910.41,0,0,0,0,9,1,1,0
12,203.28,4,241.7,47,1975.125,0,0,0,0,9,0,0,0
8,353.7,6,181.95,23,959.9,0,0,4,0,9,0,1,1
4,105.26666670000002,0,0.0,35,655.6847619,0,0,0,0,9,1,1,0
2,116.8,0,0.0,5,170.4,0,0,88,0,9,1,0,1
6,174.75,2,123.0,33,773.2566667,0,0,31,0,9,0,0,1
3,264.0,0,0.0,20,769.9,0,0,0,0,9,0,0,0
1,0.0,0,0.0,29,1085.9,0,0,30,0,9,1,0,1
6,205.0,0,0.0,20,221.78,0,0,0,0,9,0,0,0
9,179.4533333,7,277.6333333,37,829.1871428999999,0,0,9,0,9,0,1,0
1,14.2,1,26.2,3,25.2,0,0,0,0,9,0,0,0
4,265.0,0,0.0,22,616.2033332999999,0,0,0,0,9,0,1,0
4,118.7,0,0.0,3,89.5,0,0,0,0,9,0,0,0
10,163.425,0,0.0,73,1077.511667,0,0,0,0,9,0,0,0
6,184.32,0,0.0,8,163.22,0,0,0,0,9,1,0,0
3,51.8,0,0.0,23,864.0071429,0,0,13,0,9,0,0,0
15,309.6333333,2,45.8,50,2230.986667,0,0,40,0,9,0,0,1
5,46.8,0,0.0,33,743.2666667000001,0,0,0,0,9,0,1,0
15,584.2,0,0.0,73,2693.963452,0,0,0,0,9,0,0,0
3,94.0,2,44.2,56,1430.2082050000001,0,0,0,0,9,0,0,0
4,46.3,0,0.0,2,22.83333333,0,0,0,0,9,1,1,1
10,664.0866667,3,18.5,26,1494.053333,0,0,20,0,9,0,0,0
1,19.2,0,0.0,22,443.83333330000005,0,0,0,0,9,0,0,0
1,54.4,6,505.6,21,838.15,0,0,0,0,9,1,1,0
2,126.33333329999999,0,0.0,11,401.0133333,0,0,45,0,9,0,1,1
9,524.9333333000001,2,30.66666667,31,1157.444833,0,0,10,0,9,0,1,0
3,105.2,0,0.0,25,830.9366667,0,0,70,0,9,0,0,0
2,66.4,3,41.2,138,4031.5616670000004,0,0,0,0,9,0,0,0
3,49.75,0,0.0,20,547.4007937000001,0,0,15,0,9,0,0,1
7,169.35,2,182.2,29,1612.983333,0,0,0,0,9,0,0,0
5,269.8,0,0.0,8,312.3333333,0,0,0,0,9,0,0,0
1,5.0,0,0.0,15,228.8,0,0,0,0,9,0,0,0
6,161.52,0,0.0,14,295.69743589999996,0,0,0,0,9,0,0,0
15,292.88,1,48.35,130,3645.9090479999995,0,0,10,0,9,0,0,0
1,15.2,2,55.4,52,3019.805397,0,0,0,0,9,0,0,0
19,902.16,2,39.2,27,1171.471429,0,0,16,0,9,0,0,0
3,204.4,0,0.0,4,117.0,0,0,0,0,9,1,0,0
2,27.2,0,0.0,62,976.3333332999998,0,0,0,0,9,0,0,0
4,155.0,0,0.0,31,2130.6938370000003,0,0,0,0,9,0,0,0
6,83.4,1,102.3,34,970.6266667000001,0,0,0,0,9,0,0,0
9,228.2,1,0.0,7,186.4,0,0,0,0,9,0,0,0
7,140.5733333,1,108.8,43,1912.751905,0,0,19,0,9,0,0,0
3,31.2,1,42.4,13,134.45,0,0,0,0,9,1,0,0
14,286.53333330000004,2,118.8,31,835.71,0,0,33,0,9,0,0,1
1,68.6,0,0.0,73,2265.492857,0,0,0,0,9,0,0,0
2,210.6,0,0.0,4,97.6,0,0,0,0,9,1,1,0
3,93.10666667,4,87.6,32,810.0816667,0,0,17,0,9,0,0,1
6,245.93333330000002,2,15.2,27,1333.8,0,0,4,0,9,0,0,0
7,285.7,0,0.0,28,587.9228571000001,0,0,10,0,9,0,0,1
3,149.06666669999998,0,0.0,19,285.6166667,0,0,0,0,9,0,0,0
8,203.6,1,0.0,42,1052.4,0,0,37,0,9,0,0,1
3,140.0,0,0.0,26,1629.438095,0,0,0,0,9,0,1,0
4,49.2,0,0.0,3,22.0,0,0,0,0,9,1,0,1
6,285.9,0,0.0,13,291.3,0,0,53,0,9,1,0,1
4,103.6,1,27.2,26,2609.0,0,0,47,0,9,0,1,1
2,9.0,0,0.0,26,623.0266667000001,0,0,36,0,9,0,0,0
2,39.4,0,0.0,40,673.65,0,0,23,0,9,0,1,1
1,21.2,0,0.0,41,1808.953333,0,0,0,0,9,0,0,0
3,230.1,0,0.0,7,381.4,0,0,35,0,9,0,0,0
5,70.20765027,0,0.0,89,2542.60431,0,0,5,0,9,0,0,1
4,82.7,0,0.0,26,405.28333330000004,0,0,0,0,9,1,0,0
10,821.0754097999999,1,0.0,55,2400.782077,0,0,0,0,9,0,0,0
2,318.2,0,0.0,6,117.0,0,0,0,0,9,0,0,0
1,24.2,0,0.0,0,0.0,0,0,0,0,9,0,1,1
7,272.03333330000004,0,0.0,13,295.1,0,0,0,0,9,0,0,0
1,43.4,0,0.0,29,432.0222222,0,0,0,0,9,1,0,0
3,83.8,0,0.0,20,798.3,0,0,0,0,9,0,0,0
2,98.6,0,0.0,11,1200.2,0,0,18,0,9,0,1,0
7,96.6,0,0.0,9,230.62,0,0,71,0,9,0,0,0
11,157.3889922,3,338.4,46,1624.935625,0,0,0,0,9,0,0,0
8,121.03333329999998,0,0.0,9,230.83333330000002,0,0,0,0,9,0,0,0
15,266.25,0,0.0,172,4098.699853,0,0,2,0,9,0,0,0
6,107.36666670000001,0,0.0,11,151.3,0,0,0,0,9,0,0,0
6,70.58,0,0.0,15,296.58,0,0,0,0,9,0,0,0
6,122.8,0,0.0,7,175.4,0,0,0,0,9,1,0,0
2,41.4,0,0.0,28,1576.966667,0,0,0,0,9,0,1,0
10,85.04,0,0.0,114,2139.156647,0,0,0,0,9,0,0,0
6,803.47,0,0.0,30,634.6880952,0,0,0,0,9,0,0,0
3,103.6,0,0.0,1,7.0,0,0,0,0,9,1,0,1
9,266.7433333,4,1312.4,26,743.4766667,0,0,9,0,9,0,1,1
6,105.63333329999999,2,105.95,8,246.3865079,0,0,0,0,9,0,0,0
8,259.28364780000004,2,12.0,53,1854.242845,0,0,22,0,9,0,0,0
2,16.2,0,0.0,3,268.0,0,0,49,0,9,1,0,0
6,124.2,0,0.0,5,94.6,0,0,0,0,9,1,0,1
1,74.6,0,0.0,8,810.0,0,0,10,0,9,0,0,0
1,53.4,0,0.0,3,292.0,0,0,0,0,9,0,0,0
1,191.4,0,0.0,13,679.9033333,0,0,34,0,9,0,1,1
13,83.9952381,2,99.8,24,364.9619048,0,0,0,0,9,0,0,0
2,118.9,0,0.0,30,1216.726667,0,0,26,0,9,1,1,1
11,293.6222222,2,42.2,64,1831.942222,0,0,16,0,9,0,1,0
1,15.2,4,104.8,31,2725.708571,0,0,20,0,9,0,0,1
2,108.8,0,0.0,15,542.0,0,0,0,0,9,0,0,0
3,155.7,0,0.0,18,595.0,0,0,0,0,9,1,0,0
6,104.4,1,0.0,32,879.75,0,0,20,0,9,0,0,1
2,83.6,0,0.0,43,1582.7,0,0,0,0,9,0,0,0
2,136.4,0,0.0,41,1275.26927,0,0,0,0,9,0,1,0
2,31.2,0,0.0,17,2077.166667,0,0,0,0,9,0,1,0
6,171.11904760000002,0,0.0,22,472.75238099999996,0,0,0,0,9,0,0,0
2,70.6,0,0.0,26,571.35,0,0,0,0,9,1,0,0
3,326.0,0,0.0,19,364.53333330000004,0,0,0,0,9,0,0,0
1,12.1,5,493.0,50,1572.4863990000001,0,0,0,0,9,0,0,0
4,177.33333330000002,1,69.6,10,402.6166667,0,0,0,0,9,1,0,0
4,77.6,0,0.0,39,1477.154762,0,0,0,0,9,0,0,0
2,15.0,0,0.0,44,1412.270833,0,0,0,0,12,1,0,0
4,106.5,0,0.0,12,806.25,0,0,0,0,12,0,0,0
7,113.25,2,38.5,92,4066.2074759999996,0,0,18,0,9,0,1,0
1,22.0,0,0.0,5,180.5,0,0,0,0,12,1,0,0
5,209.625,2,118.75,21,398.0,0,0,0,0,12,1,0,0
6,93.125,0,0.0,29,424.125,0,0,0,0,12,0,0,0
3,60.0,0,0.0,66,2339.805556,0,0,0,0,9,0,0,0
3,77.33333333,2,7.0,24,1051.291667,0,0,0,0,12,0,0,0
3,139.0,0,0.0,35,631.9333333,0,0,0,0,9,1,0,0
5,446.25,0,0.0,18,815.25,0,0,0,0,12,2,0,0
1,65.5,1,38.5,131,3902.6647740000003,0,0,0,0,9,0,0,0
1,4.0,0,0.0,33,947.4166667000002,0,0,0,0,9,0,1,0
1,5.0,0,0.0,8,203.0,0,0,0,0,12,1,0,0
1,6.5,0,0.0,10,511.25,0,0,7,0,12,1,1,1
2,21.0,1,802.5,48,2073.916667,0,0,0,0,9,0,1,0
2,83.0,2,40.0,241,5194.79857,0,0,0,0,12,0,0,0
1,32.3,1,26.5,51,1068.357692,0,0,7,0,9,0,0,0
1,0.0,0,0.0,15,541.0625,0,0,0,0,12,0,0,0
9,441.85,0,0.0,122,2577.449603,0,0,75,0,9,0,0,1
8,106.83333329999999,1,96.0,16,373.4583333,0,0,0,0,9,0,0,0
1,49.5,0,0.0,65,3804.2875,0,0,0,0,9,0,1,0
7,97.33333333,2,447.5,16,967.625,0,0,0,0,12,0,0,0
2,38.5,0,0.0,28,770.3095238,0,0,0,0,9,0,0,0
6,539.5,0,0.0,11,602.5833332999999,0,0,0,0,12,0,0,0
3,21.0,0,0.0,19,750.2083332999999,0,0,60,0,9,0,0,1
9,188.5322344,3,197.41666669999998,76,1758.912393,0,0,22,0,12,0,0,0
5,179.5,1,43.5,12,482.75,0,0,0,0,12,0,0,0
4,64.66666667,0,0.0,38,1445.666667,0,0,52,0,9,1,0,1
4,77.66666667,0,0.0,8,159.75,0,0,0,0,9,0,0,1
1,11.0,0,0.0,23,835.5833332999999,0,0,0,0,9,0,1,0
2,36.5,0,0.0,32,770.375,0,0,0,0,12,0,0,0
1,43.5,3,230.16666669999998,93,3773.715179,0,0,17,0,9,0,0,1
2,33.0,0,0.0,91,2023.75,0,0,0,0,9,0,0,0
7,286.8333333,0,0.0,49,1493.695238,0,0,0,0,12,0,1,0
5,56.6,0,0.0,55,1058.3380949999998,0,0,37,0,9,0,0,1
3,82.5,1,56.5,54,2295.0,0,0,0,0,12,0,1,0
4,49.5,0,0.0,4,180.5,0,0,0,0,12,0,0,0
1,43.5,0,0.0,25,1055.583333,0,0,0,0,12,0,0,0
1,26.5,0,0.0,71,1260.441758,0,0,3,0,9,0,0,1
1,23.0,0,0.0,16,281.75,0,0,0,0,9,0,0,0
3,65.92857143,0,0.0,17,557.6869048,0,0,25,0,12,0,0,1
3,15.0,0,0.0,102,4021.1722219999997,0,0,0,0,9,0,1,0
2,83.0,0,0.0,15,630.0,0,0,42,0,12,0,1,1
1,12.0,0,0.0,63,2138.3833329999998,0,0,0,0,12,0,0,0
4,67.5,0,0.0,25,475.65,0,0,0,0,9,0,0,0
4,75.75,0,0.0,71,3534.298611,0,0,0,0,9,0,0,0
2,90.17857143,2,88.5,19,1214.307692,0,0,15,0,9,0,0,1
3,123.5,1,0.0,22,759.5833332999999,0,0,46,0,9,0,0,1
8,825.0,1,55.5,148,8629.783691,0,0,1,0,9,0,0,0
8,935.1,1,21.0,172,10524.359359999999,0,0,2,0,9,0,0,1
1,35.75,0,0.0,7,1173.0,0,0,76,0,9,0,0,0
6,65.0,0,0.0,4,40.0,0,0,0,0,12,1,0,0
2,50.5,0,0.0,29,2147.375,0,0,0,0,12,1,0,0
7,169.5,0,0.0,50,1557.916667,0,0,0,0,12,0,0,0
1,49.5,0,0.0,14,207.54166669999998,0,0,0,0,12,1,0,0
2,256.5,0,0.0,10,117.25,0,0,0,0,9,0,1,1
1,19.0,0,0.0,10,349.8333333,0,0,0,0,12,1,0,0
4,141.5,0,0.0,3,59.5,0,0,0,0,12,1,0,0
1,90.0,0,0.0,37,592.8375,0,0,0,0,9,0,0,0
2,28.0,0,0.0,27,434.5,0,0,0,0,9,1,0,1
5,150.0,0,0.0,135,4966.520661,0,0,0,0,9,0,1,0
1,20.0,0,0.0,21,442.0,0,0,42,0,9,0,0,0
10,247.15,3,788.0,111,2556.373335,0,0,2,0,9,0,0,0
9,333.8674242,4,121.625,29,1406.917424,0,0,20,0,9,0,0,0
9,192.9204545,2,114.5,60,1394.236526,0,0,63,0,12,0,0,1
12,171.29166669999998,2,55.5,213,7443.407447,0,0,0,0,9,0,0,0
1,0.0,2,57.5,63,1980.238095,0,0,0,0,9,1,1,0
5,46.5,0,0.0,3,26.0,0,0,0,0,9,0,0,1
1,81.0,0,0.0,15,914.5,0,0,56,0,9,0,1,1
4,49.85714286,0,0.0,94,4804.834524,0,0,0,0,9,0,0,1
2,41.75,2,30.0,25,596.075,0,0,0,0,9,0,0,0
2,126.75,0,0.0,22,2281.583333,0,0,0,0,12,0,0,0
1,2.0,0,0.0,143,5149.434918999999,0,0,0,0,9,0,1,0
2,67.0,0,0.0,10,234.63846150000003,0,0,0,0,9,0,1,0
3,29.75,0,0.0,12,398.9803922,0,0,50,0,9,1,0,1
4,122.25,0,0.0,45,2007.522619,0,0,0,0,9,0,0,0
7,60.29166667,0,0.0,8,108.5,0,0,0,0,12,0,0,0
7,131.8333333,0,0.0,63,2074.611111,0,0,0,0,12,0,0,0
1,4.0,4,123.33333329999999,79,2387.139881,0,0,0,0,9,0,1,0
1,56.5,0,0.0,16,541.875,0,0,15,0,9,1,0,1
2,84.0,0,0.0,30,597.6330532000001,0,0,0,0,9,0,1,0
3,548.5,0,0.0,9,117.0,0,0,0,0,9,0,1,0
3,19.25,0,0.0,8,713.5833332999999,0,0,0,0,9,0,1,0
1,2.0,0,0.0,79,1319.547421,0,0,0,0,9,0,0,0
5,63.0,0,0.0,27,458.5,0,0,0,0,12,1,1,0
2,14.0,0,0.0,65,2130.447802,0,0,20,0,9,0,0,0
2,58.5,0,0.0,37,1351.908333,0,0,5,0,12,0,0,0
5,140.58333330000002,2,87.0,69,1918.9027219999998,0,0,0,0,9,0,0,0
1,492.16666669999995,0,0.0,63,4518.297619,0,0,8,0,9,0,0,1
4,63.875,1,0.0,43,1329.686508,0,0,0,0,9,0,0,1
4,104.0,0,0.0,8,243.5,0,0,0,0,12,1,0,0
1,51.5,0,0.0,21,730.15,0,0,0,0,9,1,0,0
6,109.66666670000001,0,0.0,7,86.16666667,0,0,0,0,12,0,0,1
4,588.2972222,0,0.0,13,631.0674602999999,0,0,0,0,9,0,0,0
1,9.0,1,29.5,23,1157.583333,0,0,0,0,9,0,0,0
6,72.01960784,4,343.0,157,4461.28524,0,0,31,0,12,0,0,1
6,265.0416667,0,0.0,59,2934.236722,0,0,6,0,9,0,0,0
2,35.5,0,0.0,29,3296.65,0,0,18,0,12,0,0,0
5,157.5,3,433.5,9,599.5,0,0,0,0,9,1,0,0
4,537.5,0,0.0,12,748.9583332999999,0,0,0,0,12,0,0,0
4,171.5,0,0.0,75,2416.060484,0,0,0,0,9,0,0,1
2,21.25,0,0.0,15,305.2083333,0,0,0,0,9,0,0,0
4,191.16666669999998,0,0.0,108,4656.331746,0,0,0,0,9,0,0,0
2,98.75,0,0.0,24,683.1653846,0,0,0,0,12,0,0,0
2,386.0,0,0.0,72,712.2960783999999,0,0,0,0,9,1,0,0
1,24.5,0,0.0,27,1792.4666670000001,0,0,0,0,12,0,0,0
8,162.41666669999998,2,102.0,25,357.1666667,0,0,0,0,12,0,1,0
8,156.25,0,0.0,48,1481.108333,0,0,0,0,12,0,0,0
1,95.33333333,0,0.0,16,819.3333332999999,0,0,25,0,12,1,0,1
1,51.5,0,0.0,12,549.25,0,0,0,0,12,1,0,0
1,33.5,0,0.0,34,1181.85119,0,0,0,0,9,0,0,1
7,490.5,0,0.0,43,1286.916667,0,0,0,0,12,1,0,0
5,191.25,0,0.0,27,1109.25,0,0,9,0,9,0,0,0
4,60.16666667,3,164.5,159,5608.913545,0,0,2,0,12,0,0,1
9,234.43333330000002,0,0.0,20,590.5833332999999,0,0,0,0,9,0,0,0
7,82.76666667,1,47.0,391,15025.23302,0,0,1,0,9,0,0,0
1,4.0,1,12.0,16,1012.9642859999999,0,0,0,0,12,0,0,0
5,70.33333333,0,0.0,29,1049.313889,0,0,0,0,9,0,1,0
3,68.58333333,0,0.0,72,1781.1916670000003,0,0,0,0,9,0,1,0
6,294.0705128,6,1343.25,51,3472.8705130000003,0,0,0,0,9,0,0,0
7,147.16666669999998,0,0.0,10,146.0,0,0,0,0,12,0,0,0
15,317.01893939999997,3,126.75,238,9956.225533,0,0,6,0,9,0,1,1
5,190.0,0,0.0,12,307.6666667,0,0,0,0,9,1,0,0
5,110.95,0,0.0,23,448.25,0,0,0,0,9,0,0,0
3,224.3,5,487.0,74,1845.9583329999998,0,0,34,0,9,0,1,1
12,159.89583330000002,0,0.0,121,3648.5625,0,0,3,0,9,0,0,0
3,110.5357143,7,330.2666667,10,396.3452381,0,0,0,0,9,0,0,0
1,79.0,0,0.0,22,1017.166667,0,0,0,0,9,0,1,0
6,239.33333330000002,0,0.0,31,1875.169444,0,0,21,0,9,0,0,0
2,16.0,0,0.0,43,821.275,0,0,0,0,9,0,0,0
1,390.0,0,0.0,26,1325.833333,0,0,0,0,12,0,1,0
4,69.66666667,1,23.0,161,6524.035369,0,0,45,0,9,0,0,1
4,47.5,0,0.0,37,839.2083332999998,0,0,12,0,9,0,0,1
1,11.16666667,3,63.5,28,2245.333333,0,0,36,0,9,0,0,1
3,82.5,0,0.0,12,221.125,0,0,0,0,9,0,0,0
11,752.3833333,3,14.0,108,4575.477552,0,0,3,0,9,0,0,0
3,66.5,3,65.75,152,3684.321458,0,0,12,0,9,0,0,1
3,29.0,0,0.0,2,11.0,0,0,0,0,12,0,0,0
11,233.475,0,0.0,118,4251.208187,0,0,14,0,9,0,0,1
5,134.75,3,16.0,165,6323.853465,0,0,3,0,9,0,0,1
4,93.5,0,0.0,293,12268.244770000001,0,0,2,0,9,0,0,1
2,34.0,2,9.0,174,4994.24915,0,0,0,0,9,0,0,0
5,46.5,0,0.0,17,219.5,0,0,0,0,12,0,0,0
11,365.1166667,4,65.5,149,6082.873739,0,0,0,0,9,0,0,0
8,111.54166670000001,3,226.0,68,1664.14881,0,0,6,0,12,0,0,1
11,118.17857140000001,2,91.5,162,5399.231269,0,0,14,0,9,0,0,1
4,643.8333332999999,0,0.0,17,508.25,0,0,0,0,9,0,0,0
1,56.5,0,0.0,19,1089.75,0,0,24,0,12,0,0,1
7,165.91666669999998,2,150.5,42,3127.078788,0,0,0,0,9,0,0,0
3,37.0,0,0.0,62,1193.0,0,0,21,0,9,0,0,1
3,143.0,0,0.0,17,331.8375,0,0,0,0,12,0,1,0
1,13.0,1,28.5,39,1028.775,0,0,0,0,12,0,0,0
8,993.0833332999998,1,28.5,90,2776.013582,0,0,0,0,9,0,1,0
2,95.0,0,0.0,24,360.5416667,0,0,0,0,12,0,0,0
4,159.0,2,27.75,33,821.6825397000001,0,0,0,0,12,0,0,1
4,91.0,0,0.0,12,197.0,0,0,0,0,9,1,0,0
4,84.75,0,0.0,46,962.9011905,0,0,0,0,12,0,0,0
1,183.0,0,0.0,28,586.3722222,0,0,0,0,12,0,0,1
1,0.0,0,0.0,65,732.0916667,0,0,2,0,12,0,1,1
2,70.5,0,0.0,20,855.6666667000002,0,0,0,0,9,1,0,0
1,111.0,0,0.0,13,274.5833333,0,0,0,0,9,1,0,0
1,4.0,0,0.0,37,1828.375,0,0,8,0,9,0,0,1
1,4.0,0,0.0,13,2123.5,0,0,42,0,9,0,0,1
6,189.25,0,0.0,25,635.4916667,0,0,10,0,9,0,1,1
5,60.5,0,0.0,5,50.0,0,0,0,0,12,2,1,1
1,18.0,0,0.0,24,1332.25,0,0,0,0,12,1,0,0
8,121.75,0,0.0,154,5253.069444,0,0,0,0,9,0,1,0
7,145.0,1,37.5,130,5252.861500999999,0,0,0,0,9,0,0,1
1,33.5,0,0.0,18,1169.0,0,0,54,0,12,1,0,1
3,30.75,0,0.0,17,473.16666669999995,0,0,0,0,9,0,0,0
2,3.0,4,161.5,137,4791.460889,0,0,5,0,9,0,0,1
6,30.7,3,45.0,38,1481.783333,0,0,0,0,9,0,0,1
3,65.0,0,0.0,29,386.26212119999997,0,0,0,0,9,2,0,0
7,44.29545455,0,0.0,44,2747.6162879999997,0,0,0,0,9,0,0,0
4,70.25,1,139.5,58,3022.370406,0,0,0,0,9,1,0,1
6,479.25,0,0.0,51,2156.525403,0,0,6,0,9,0,0,1
2,123.75,0,0.0,21,938.3333332999998,0,0,218,0,12,0,0,0
8,355.0,0,0.0,50,1039.599344,0,0,0,0,9,0,0,0
1,78.0,0,0.0,11,225.16666669999998,0,0,0,0,9,0,0,0
1,40.5,0,0.0,49,1587.25,0,0,35,0,9,0,0,1
3,201.15,0,0.0,17,506.1833333000001,0,0,0,0,12,1,0,0
1,75.16666667,0,0.0,20,1173.417614,0,0,21,0,9,0,0,1
2,11.0,0,0.0,51,2855.166667,0,0,0,0,9,0,0,0
1,31.25,0,0.0,31,1470.208333,0,0,0,0,9,1,0,1
6,160.0,0,0.0,55,1707.6666670000002,0,0,24,0,12,1,0,1
5,125.75,0,0.0,44,1113.309524,0,0,18,0,12,0,0,0
5,1652.0,0,0.0,15,446.375,0,0,0,0,12,2,0,0
18,505.4,1,10.0,105,4434.281746,0,0,4,0,12,0,0,0
3,155.5,2,121.0,8,311.25,0,0,0,0,9,0,0,0
1,2.0,0,0.0,16,323.2333333,0,0,0,0,12,0,0,0
9,223.0,1,93.0,76,2893.940476,0,0,1,0,9,0,0,0
2,48.66666667,4,155.33333330000002,20,540.75,0,0,38,0,9,0,0,1
5,98.75,0,0.0,126,6085.002381,0,0,28,0,9,0,0,1
2,95.0,0,0.0,20,1031.083333,0,0,68,0,12,0,0,0
4,112.5,0,0.0,26,1657.0,0,0,5,0,9,0,0,0
2,334.5,2,29.0,17,939.0833332999998,0,0,18,0,12,0,0,1
8,671.0833332999999,0,0.0,32,1403.828355,0,0,37,0,9,0,0,1
5,83.0,0,0.0,5,29.5,0,0,0,0,12,0,1,0
1,28.25,0,0.0,30,1862.3333329999998,0,0,0,0,9,0,0,0
12,356.125,0,0.0,44,2187.338725,0,0,0,0,12,0,0,0
7,144.4615385,4,167.16666669999998,111,2312.337853,0,0,8,0,9,0,0,1
1,0.0,2,6.5,63,5826.333333,0,0,0,0,9,0,1,0
7,113.75,1,28.5,15,1047.0,0,0,0,0,12,1,0,1
5,74.75,0,0.0,14,512.5,0,0,0,0,12,1,1,0
1,18.0,0,0.0,29,765.3928571,0,0,0,0,9,1,0,0
10,301.625,3,9.0,122,6919.899495000001,0,0,0,0,12,0,0,0
6,42.0,0,0.0,41,1074.333333,0,0,0,0,12,0,0,0
14,173.55,0,0.0,164,4155.746883,0,0,13,0,9,0,0,1
1,12.5,0,0.0,3,55.5,0,0,0,0,9,0,1,0
4,32.0,1,43.5,311,12500.35306,0,0,0,0,9,0,0,0
6,276.0,0,0.0,24,1021.2,0,0,82,0,12,0,1,0
9,156.6071429,5,156.75,83,2694.507143,0,0,0,0,9,0,0,1
6,257.5,0,0.0,37,2533.333333,0,0,6,0,9,0,0,1
1,60.5,0,0.0,10,449.5,0,0,0,0,12,0,0,0
5,62.0,0,0.0,125,1935.335516,0,0,0,0,9,0,0,0
